12.7727 	WARNING 	Movie2 stim could not be imported and won't be available
38.9999 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([ 0.,  0.,  0.]), colorSpace='rgb', fullscr=UNKNOWN, gamma=None, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor instance at 0x0928CC10>, name='window1', pos=[0, 0], screen=0, size=array([1360,  768]), stereo=False, units=u'norm', useFBO=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
39.0000 	EXP 	window1: recordFrameIntervals = False
39.1657 	EXP 	window1: recordFrameIntervals = True
39.3492 	EXP 	window1: recordFrameIntervals = False
39.9700 	EXP 	Created intro_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='intro_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'Welcome to Stroop Task - Short Paradigm!', units=u'norm', win=Window(...), wrapWidth=1)
40.0333 	EXP 	Created text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
40.0447 	EXP 	Created instruction2_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='instruction2_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=unicode(...), units=u'norm', win=Window(...), wrapWidth=1)
40.0493 	EXP 	Created rest_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='rest_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
40.0542 	EXP 	Created text_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_2', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 1.,  1.,  1.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
40.0643 	EXP 	Created fixationmain = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='fixationmain', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
41.3789 	EXP 	Set  sound=chopin2.wav
41.3790 	EXP 	Set Sound  volume=1.000
41.3842 	EXP 	Created rest_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='rest_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
41.3897 	EXP 	Created text_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_2', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 1.,  1.,  1.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
41.3923 	EXP 	Created fixationmain = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='fixationmain', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
41.4518 	EXP 	Set  sound=chopin2.wav
41.4519 	EXP 	Set Sound  volume=1.000
41.4570 	EXP 	Created rest_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='rest_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
41.4978 	EXP 	Created text_2 = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='text_2', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 1.,  1.,  1.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
41.5007 	EXP 	Created fixationmain = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='fixationmain', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
41.5618 	EXP 	Set  sound=chopin2.wav
41.5618 	EXP 	Set Sound  volume=1.000
41.5670 	EXP 	Created rest_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='rest_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'default text', units=u'norm', win=Window(...), wrapWidth=1)
41.5740 	EXP 	Created ending_text = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, name='ending_text', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([ 255.,  255.,  255.]), text=u'Thank you for your participation :)', units=u'norm', win=Window(...), wrapWidth=1)
41.6715 	EXP 	intro_text: autoDraw = True
42.7149 	DATA 	Keypress: space
42.7314 	EXP 	intro_text: autoDraw = False
42.7314 	EXP 	text: autoDraw = True
43.6314 	DATA 	Keypress: space
46.7138 	DATA 	Keypress: space
46.7303 	EXP 	text: autoDraw = False
46.7303 	EXP 	instruction2_text: autoDraw = True
50.0462 	DATA 	Keypress: space
50.0627 	EXP 	instruction2_text: autoDraw = False
50.0627 	EXP 	rest_text: text = '+'
50.0627 	EXP 	rest_text: autoDraw = True
110.0842 	EXP 	Imported Stroopmain-short-in-10event x 4.xlsx as conditions, 40 conditions, 4 params
110.1022 	EXP 	Created sequence: sequential, trialTypes=40, nReps=1, seed=None
110.1087 	EXP 	New trial (rep=0, index=0): {u'color': u'RED', u'congruent': 0, u'word': u'YELLOW', u'corrans': u'z'}
110.1136 	EXP 	Sound  started
110.1293 	EXP 	rest_text: autoDraw = False
110.1293 	EXP 	rest_text: autoDraw = False
110.1293 	EXP 	text_2: color = u'RED (named)'
110.1293 	EXP 	text_2: text = u'YELLOW'
110.1293 	EXP 	fixationmain: autoDraw = True
110.9290 	EXP 	text_2: autoDraw = True
110.9290 	EXP 	fixationmain: autoDraw = False
111.1124 	EXP 	Sound  stopped
111.8291 	DATA 	Keypress: z
112.2287 	EXP 	text_2: autoDraw = False
113.0631 	EXP 	Sound  stopped
113.0633 	EXP 	New trial (rep=0, index=1): {u'color': u'RED', u'congruent': 1, u'word': u'RED', u'corrans': u'z'}
113.0671 	EXP 	Sound  started
113.0784 	EXP 	text_2: autoDraw = False
113.0784 	EXP 	fixationmain: autoDraw = False
113.0784 	EXP 	text_2: color = u'RED (named)'
113.0784 	EXP 	text_2: text = u'RED'
113.0784 	EXP 	fixationmain: autoDraw = True
113.8782 	EXP 	fixationmain: autoDraw = False
113.8949 	EXP 	text_2: autoDraw = True
114.0615 	EXP 	Sound  stopped
114.4449 	DATA 	Keypress: z
115.1778 	EXP 	text_2: autoDraw = False
116.0613 	EXP 	Sound  stopped
116.0615 	EXP 	New trial (rep=0, index=2): {u'color': u'BLUE', u'congruent': 0, u'word': u'GREEN', u'corrans': u'z'}
116.0648 	EXP 	Sound  started
116.0776 	EXP 	text_2: autoDraw = False
116.0776 	EXP 	fixationmain: autoDraw = False
116.0776 	EXP 	text_2: color = u'BLUE (named)'
116.0776 	EXP 	text_2: text = u'GREEN'
116.0776 	EXP 	fixationmain: autoDraw = True
116.8773 	EXP 	fixationmain: autoDraw = False
116.8940 	EXP 	text_2: autoDraw = True
117.0608 	EXP 	Sound  stopped
117.8939 	DATA 	Keypress: m
118.1770 	EXP 	text_2: autoDraw = False
119.0605 	EXP 	Sound  stopped
119.0607 	EXP 	New trial (rep=0, index=3): {u'color': u'YELLOW', u'congruent': 0, u'word': u'RED', u'corrans': u'z'}
119.0632 	EXP 	Sound  started
119.0767 	EXP 	text_2: autoDraw = False
119.0767 	EXP 	fixationmain: autoDraw = False
119.0767 	EXP 	text_2: color = u'YELLOW (named)'
119.0767 	EXP 	text_2: text = u'RED'
119.0767 	EXP 	fixationmain: autoDraw = True
119.8765 	EXP 	fixationmain: autoDraw = False
119.8932 	EXP 	text_2: autoDraw = True
120.0599 	EXP 	Sound  stopped
120.8264 	DATA 	Keypress: x
121.1762 	EXP 	text_2: autoDraw = False
122.0597 	EXP 	Sound  stopped
122.0599 	EXP 	New trial (rep=0, index=4): {u'color': u'GREEN', u'congruent': 0, u'word': u'RED', u'corrans': u'n'}
122.0624 	EXP 	Sound  started
122.0759 	EXP 	text_2: autoDraw = False
122.0759 	EXP 	fixationmain: autoDraw = False
122.0759 	EXP 	text_2: color = u'GREEN (named)'
122.0759 	EXP 	text_2: text = u'RED'
122.0759 	EXP 	fixationmain: autoDraw = True
122.8756 	EXP 	fixationmain: autoDraw = False
122.8924 	EXP 	text_2: autoDraw = True
123.0591 	EXP 	Sound  stopped
123.7757 	DATA 	Keypress: n
124.1753 	EXP 	text_2: autoDraw = False
125.0588 	EXP 	Sound  stopped
125.0590 	EXP 	New trial (rep=0, index=5): {u'color': u'RED', u'congruent': 0, u'word': u'BLUE', u'corrans': u'z'}
125.0616 	EXP 	Sound  started
125.0750 	EXP 	text_2: autoDraw = False
125.0750 	EXP 	fixationmain: autoDraw = False
125.0750 	EXP 	text_2: color = u'RED (named)'
125.0750 	EXP 	text_2: text = u'BLUE'
125.0750 	EXP 	fixationmain: autoDraw = True
125.8748 	EXP 	fixationmain: autoDraw = False
125.8915 	EXP 	text_2: autoDraw = True
126.0582 	EXP 	Sound  stopped
126.7249 	DATA 	Keypress: z
127.1745 	EXP 	text_2: autoDraw = False
128.0581 	EXP 	Sound  stopped
128.0583 	EXP 	New trial (rep=0, index=6): {u'color': u'GREEN', u'congruent': 0, u'word': u'YELLOW', u'corrans': u'n'}
128.0612 	EXP 	Sound  started
128.0742 	EXP 	text_2: autoDraw = False
128.0742 	EXP 	fixationmain: autoDraw = False
128.0742 	EXP 	text_2: color = u'GREEN (named)'
128.0742 	EXP 	text_2: text = u'YELLOW'
128.0742 	EXP 	fixationmain: autoDraw = True
128.8739 	EXP 	fixationmain: autoDraw = False
128.8907 	EXP 	text_2: autoDraw = True
129.0574 	EXP 	Sound  stopped
129.7239 	DATA 	Keypress: n
130.1736 	EXP 	text_2: autoDraw = False
131.0571 	EXP 	Sound  stopped
131.0573 	EXP 	New trial (rep=0, index=7): {u'color': u'YELLOW', u'congruent': 0, u'word': u'BLUE', u'corrans': u'x'}
131.0601 	EXP 	Sound  started
131.0734 	EXP 	text_2: autoDraw = False
131.0734 	EXP 	fixationmain: autoDraw = False
131.0734 	EXP 	text_2: color = u'YELLOW (named)'
131.0734 	EXP 	text_2: text = u'BLUE'
131.0734 	EXP 	fixationmain: autoDraw = True
131.8732 	EXP 	fixationmain: autoDraw = False
131.8898 	EXP 	text_2: autoDraw = True
132.0565 	EXP 	Sound  stopped
132.5565 	DATA 	Keypress: x
133.1728 	EXP 	text_2: autoDraw = False
134.0564 	EXP 	Sound  stopped
134.0566 	EXP 	New trial (rep=0, index=8): {u'color': u'GREEN', u'congruent': 0, u'word': u'BLUE', u'corrans': u'n'}
134.0592 	EXP 	Sound  started
134.0726 	EXP 	text_2: autoDraw = False
134.0726 	EXP 	fixationmain: autoDraw = False
134.0726 	EXP 	text_2: color = u'GREEN (named)'
134.0726 	EXP 	text_2: text = u'BLUE'
134.0726 	EXP 	fixationmain: autoDraw = True
134.8723 	EXP 	fixationmain: autoDraw = False
134.8890 	EXP 	text_2: autoDraw = True
135.0557 	EXP 	Sound  stopped
135.5890 	DATA 	Keypress: n
136.1720 	EXP 	text_2: autoDraw = False
137.0554 	EXP 	Sound  stopped
137.0556 	EXP 	New trial (rep=0, index=9): {u'color': u'RED', u'congruent': 0, u'word': u'GREEN', u'corrans': u'z'}
137.0584 	EXP 	Sound  started
137.0717 	EXP 	text_2: autoDraw = False
137.0717 	EXP 	fixationmain: autoDraw = False
137.0717 	EXP 	text_2: color = u'RED (named)'
137.0717 	EXP 	text_2: text = u'GREEN'
137.0717 	EXP 	fixationmain: autoDraw = True
137.8715 	EXP 	fixationmain: autoDraw = False
137.8881 	EXP 	text_2: autoDraw = True
138.0549 	EXP 	Sound  stopped
138.6882 	DATA 	Keypress: z
139.1712 	EXP 	text_2: autoDraw = False
140.0547 	EXP 	Sound  stopped
140.0549 	EXP 	New trial (rep=0, index=10): {u'color': u'YELLOW', u'congruent': 0, u'word': u'BLUE', u'corrans': u'x'}
140.0576 	EXP 	Sound  started
140.0709 	EXP 	text_2: autoDraw = False
140.0709 	EXP 	fixationmain: autoDraw = False
140.0709 	EXP 	text_2: color = u'YELLOW (named)'
140.0709 	EXP 	text_2: text = u'BLUE'
140.0709 	EXP 	fixationmain: autoDraw = True
140.8707 	EXP 	fixationmain: autoDraw = False
140.8873 	EXP 	text_2: autoDraw = True
141.0540 	EXP 	Sound  stopped
141.5206 	DATA 	Keypress: x
142.1703 	EXP 	text_2: autoDraw = False
143.0538 	EXP 	Sound  stopped
143.0540 	EXP 	New trial (rep=0, index=11): {u'color': u'RED', u'congruent': 0, u'word': u'RED', u'corrans': u'z'}
143.0565 	EXP 	Sound  started
143.0700 	EXP 	text_2: autoDraw = False
143.0700 	EXP 	fixationmain: autoDraw = False
143.0700 	EXP 	text_2: color = u'RED (named)'
143.0700 	EXP 	text_2: text = u'RED'
143.0700 	EXP 	fixationmain: autoDraw = True
143.8698 	EXP 	fixationmain: autoDraw = False
143.8865 	EXP 	text_2: autoDraw = True
144.0532 	EXP 	Sound  stopped
144.8701 	DATA 	Keypress: z
145.1695 	EXP 	text_2: autoDraw = False
146.0530 	EXP 	Sound  stopped
146.0532 	EXP 	New trial (rep=0, index=12): {u'color': u'BLUE', u'congruent': 1, u'word': u'BLUE', u'corrans': u'm'}
146.0559 	EXP 	Sound  started
146.0692 	EXP 	text_2: autoDraw = False
146.0692 	EXP 	fixationmain: autoDraw = False
146.0692 	EXP 	text_2: color = u'BLUE (named)'
146.0692 	EXP 	text_2: text = u'BLUE'
146.0692 	EXP 	fixationmain: autoDraw = True
146.8690 	EXP 	fixationmain: autoDraw = False
146.8856 	EXP 	text_2: autoDraw = True
147.0524 	EXP 	Sound  stopped
147.7523 	DATA 	Keypress: m
148.1686 	EXP 	text_2: autoDraw = False
149.0521 	EXP 	Sound  stopped
149.0523 	EXP 	New trial (rep=0, index=13): {u'color': u'GREEN', u'congruent': 0, u'word': u'RED', u'corrans': u'n'}
149.0549 	EXP 	Sound  started
149.0684 	EXP 	text_2: autoDraw = False
149.0684 	EXP 	fixationmain: autoDraw = False
149.0684 	EXP 	text_2: color = u'GREEN (named)'
149.0684 	EXP 	text_2: text = u'RED'
149.0684 	EXP 	fixationmain: autoDraw = True
149.8681 	EXP 	fixationmain: autoDraw = False
149.8847 	EXP 	text_2: autoDraw = True
150.0516 	EXP 	Sound  stopped
150.5848 	DATA 	Keypress: n
151.1678 	EXP 	text_2: autoDraw = False
152.0513 	EXP 	Sound  stopped
152.0515 	EXP 	New trial (rep=0, index=14): {u'color': u'BLUE', u'congruent': 0, u'word': u'RED', u'corrans': u'm'}
152.0542 	EXP 	Sound  started
152.0675 	EXP 	text_2: autoDraw = False
152.0675 	EXP 	fixationmain: autoDraw = False
152.0675 	EXP 	text_2: color = u'BLUE (named)'
152.0675 	EXP 	text_2: text = u'RED'
152.0675 	EXP 	fixationmain: autoDraw = True
152.8673 	EXP 	fixationmain: autoDraw = False
152.8839 	EXP 	text_2: autoDraw = True
153.0506 	EXP 	Sound  stopped
153.5506 	DATA 	Keypress: m
154.1669 	EXP 	text_2: autoDraw = False
155.0504 	EXP 	Sound  stopped
155.0506 	EXP 	New trial (rep=0, index=15): {u'color': u'BLUE', u'congruent': 0, u'word': u'GREEN', u'corrans': u'm'}
155.0534 	EXP 	Sound  started
155.0667 	EXP 	text_2: autoDraw = False
155.0667 	EXP 	fixationmain: autoDraw = False
155.0667 	EXP 	text_2: color = u'BLUE (named)'
155.0667 	EXP 	text_2: text = u'GREEN'
155.0667 	EXP 	fixationmain: autoDraw = True
155.8664 	EXP 	fixationmain: autoDraw = False
155.8831 	EXP 	text_2: autoDraw = True
156.0499 	EXP 	Sound  stopped
156.5331 	DATA 	Keypress: m
157.1661 	EXP 	text_2: autoDraw = False
158.0496 	EXP 	Sound  stopped
158.0498 	EXP 	New trial (rep=0, index=16): {u'color': u'YELLOW', u'congruent': 0, u'word': u'GREEN', u'corrans': u'x'}
158.0526 	EXP 	Sound  started
158.0658 	EXP 	text_2: autoDraw = False
158.0658 	EXP 	fixationmain: autoDraw = False
158.0658 	EXP 	text_2: color = u'YELLOW (named)'
158.0658 	EXP 	text_2: text = u'GREEN'
158.0658 	EXP 	fixationmain: autoDraw = True
158.8656 	EXP 	fixationmain: autoDraw = False
158.8822 	EXP 	text_2: autoDraw = True
159.0490 	EXP 	Sound  stopped
159.3990 	DATA 	Keypress: x
160.1652 	EXP 	text_2: autoDraw = False
161.0489 	EXP 	Sound  stopped
161.0491 	EXP 	New trial (rep=0, index=17): {u'color': u'RED', u'congruent': 0, u'word': u'YELLOW', u'corrans': u'z'}
161.0520 	EXP 	Sound  started
161.0650 	EXP 	text_2: autoDraw = False
161.0650 	EXP 	fixationmain: autoDraw = False
161.0650 	EXP 	text_2: color = u'RED (named)'
161.0650 	EXP 	text_2: text = u'YELLOW'
161.0650 	EXP 	fixationmain: autoDraw = True
161.8648 	EXP 	fixationmain: autoDraw = False
161.8815 	EXP 	text_2: autoDraw = True
162.0482 	EXP 	Sound  stopped
162.6481 	DATA 	Keypress: z
163.1644 	EXP 	text_2: autoDraw = False
164.0479 	EXP 	Sound  stopped
164.0481 	EXP 	New trial (rep=0, index=18): {u'color': u'RED', u'congruent': 0, u'word': u'BLUE', u'corrans': u'z'}
164.0507 	EXP 	Sound  started
164.0641 	EXP 	text_2: autoDraw = False
164.0641 	EXP 	fixationmain: autoDraw = False
164.0641 	EXP 	text_2: color = u'RED (named)'
164.0641 	EXP 	text_2: text = u'BLUE'
164.0641 	EXP 	fixationmain: autoDraw = True
164.8639 	EXP 	fixationmain: autoDraw = False
164.8806 	EXP 	text_2: autoDraw = True
165.0473 	EXP 	Sound  stopped
165.8639 	DATA 	Keypress: z
166.1637 	EXP 	text_2: autoDraw = False
167.0472 	EXP 	Sound  stopped
167.0474 	EXP 	New trial (rep=0, index=19): {u'color': u'GREEN', u'congruent': 0, u'word': u'RED', u'corrans': u'm'}
167.0499 	EXP 	Sound  started
167.0633 	EXP 	text_2: autoDraw = False
167.0633 	EXP 	fixationmain: autoDraw = False
167.0633 	EXP 	text_2: color = u'GREEN (named)'
167.0633 	EXP 	text_2: text = u'RED'
167.0633 	EXP 	fixationmain: autoDraw = True
167.8631 	EXP 	fixationmain: autoDraw = False
167.8798 	EXP 	text_2: autoDraw = True
168.0465 	EXP 	Sound  stopped
168.6297 	DATA 	Keypress: n
169.1627 	EXP 	text_2: autoDraw = False
170.0463 	EXP 	Sound  stopped
170.0465 	EXP 	New trial (rep=0, index=20): {u'color': u'BLUE', u'congruent': 0, u'word': u'GREEN', u'corrans': u'm'}
170.0496 	EXP 	Sound  started
170.0624 	EXP 	text_2: autoDraw = False
170.0624 	EXP 	fixationmain: autoDraw = False
170.0624 	EXP 	text_2: color = u'BLUE (named)'
170.0624 	EXP 	text_2: text = u'GREEN'
170.0624 	EXP 	fixationmain: autoDraw = True
170.8623 	EXP 	fixationmain: autoDraw = False
170.8789 	EXP 	text_2: autoDraw = True
171.0456 	EXP 	Sound  stopped
172.0454 	DATA 	Keypress: m
172.1619 	EXP 	text_2: autoDraw = False
173.0456 	EXP 	Sound  stopped
173.0458 	EXP 	New trial (rep=0, index=21): {u'color': u'RED', u'congruent': 0, u'word': u'YELLOW', u'corrans': u'z'}
173.0488 	EXP 	Sound  started
